,area_type,area_name,date,year,month,seasonally_adjusted_y_n,status_preliminary_final,labor_force,employment,unemployment,unemployment_rate
21641,Sub-County Place,Lemoore city,2019-08-01T00:00:00.000,2019,August,N,Final,12200,11600,600,0.051
21642,Sub-County Place,Lemoore Station CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1200,1200,100,0.04
21643,Sub-County Place,Lennox CDP,2019-08-01T00:00:00.000,2019,August,N,Final,11000,10500,500,0.048
21644,Sub-County Place,Lenwood CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1700,1700,0,0.014
21645,Sub-County Place,Lewiston CDP,2019-08-01T00:00:00.000,2019,August,N,Final,520,510,10,0.021
21646,Sub-County Place,Lincoln city,2019-08-01T00:00:00.000,2019,August,N,Final,19200,18500,700,0.034
21647,Sub-County Place,Lincoln Village CDP,2019-08-01T00:00:00.000,2019,August,N,Final,2200,2000,100,0.057
21648,Sub-County Place,Linda CDP,2019-08-01T00:00:00.000,2019,August,N,Final,7400,6900,600,0.074
21649,Sub-County Place,Linden CDP,2019-08-01T00:00:00.000,2019,August,N,Final,800,800,0,0.035
21650,Sub-County Place,Lindsay city,2019-08-01T00:00:00.000,2019,August,N,Final,5500,4600,900,0.156
21651,Sub-County Place,Little Grass Valley CDP,2019-08-01T00:00:00.000,2019,August,N,Final,0,0,0,0
21652,Sub-County Place,Littlerock CDP,2019-08-01T00:00:00.000,2019,August,N,Final,400,400,0,0.085
21653,Sub-County Place,Live Oak CDP,2019-08-01T00:00:00.000,2019,August,N,Final,8800,8600,200,0.024
21654,Sub-County Place,Live Oak city,2019-08-01T00:00:00.000,2019,August,N,Final,4100,3900,200,0.049
21655,Sub-County Place,Livermore city,2019-08-01T00:00:00.000,2019,August,N,Final,48100,46800,1200,0.026
21656,Sub-County Place,Livingston city,2019-08-01T00:00:00.000,2019,August,N,Final,6900,6600,300,0.044
21657,Sub-County Place,Lockeford CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1500,1400,100,0.057
21658,Sub-County Place,Lodi city,2019-08-01T00:00:00.000,2019,August,N,Final,29700,28200,1500,0.05
21659,Sub-County Place,Loma Linda city,2019-08-01T00:00:00.000,2019,August,N,Final,10500,10200,300,0.03
21660,Sub-County Place,Loma Rica CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1200,1200,0,0.04
21661,Sub-County Place,Lomita city,2019-08-01T00:00:00.000,2019,August,N,Final,10800,10500,300,0.026
21662,Sub-County Place,Lompoc city,2019-08-01T00:00:00.000,2019,August,N,Final,17600,16800,800,0.044
21663,Sub-County Place,London CDP,2019-08-01T00:00:00.000,2019,August,N,Final,600,500,100,0.144
21664,Sub-County Place,Lone Pine CDP,2019-08-01T00:00:00.000,2019,August,N,Final,750,720,30,0.043
21665,Sub-County Place,Long Beach city,2019-08-01T00:00:00.000,2019,August,N,Final,238300,225600,12700,0.053
21666,Sub-County Place,Loomis town,2019-08-01T00:00:00.000,2019,August,N,Final,3200,3100,100,0.025
21667,Sub-County Place,Los Alamitos city,2019-08-01T00:00:00.000,2019,August,N,Final,5600,5400,200,0.031
21668,Sub-County Place,Los Alamos CDP,2019-08-01T00:00:00.000,2019,August,N,Final,800,800,0,0.044
21669,Sub-County Place,Los Altos city,2019-08-01T00:00:00.000,2019,August,N,Final,14700,14300,400,0.027
21670,Sub-County Place,Los Angeles city,2019-08-01T00:00:00.000,2019,August,N,Final,2078300,1974400,103900,0.05
21671,Sub-County Place,Los Banos city,2019-08-01T00:00:00.000,2019,August,N,Final,16700,15500,1200,0.075
21672,Sub-County Place,Los Gatos town,2019-08-01T00:00:00.000,2019,August,N,Final,16000,15500,400,0.028
21673,Sub-County Place,Los Molinos CDP,2019-08-01T00:00:00.000,2019,August,N,Final,530,510,20,0.034
21674,Sub-County Place,Lost Hills CDP,2019-08-01T00:00:00.000,2019,August,N,Final,800,800,0,0.032
21675,Sub-County Place,Lower Lake CDP,2019-08-01T00:00:00.000,2019,August,N,Final,480,450,30,0.055
21676,Sub-County Place,Loyalton city,2019-08-01T00:00:00.000,2019,August,N,Final,450,440,10,0.022
21677,Sub-County Place,Lucerne CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1360,1340,30,0.021
21678,Sub-County Place,Lynwood city,2019-08-01T00:00:00.000,2019,August,N,Final,28500,26800,1700,0.06
21679,Sub-County Place,Madera Acres CDP,2019-08-01T00:00:00.000,2019,August,N,Final,4800,4500,300,0.058
21680,Sub-County Place,Madera city,2019-08-01T00:00:00.000,2019,August,N,Final,27900,26000,1900,0.069
21681,Sub-County Place,Magalia CDP,2019-08-01T00:00:00.000,2019,August,N,Final,4300,4100,200,0.045
21682,Sub-County Place,Malibu city,2019-08-01T00:00:00.000,2019,August,N,Final,6300,6100,200,0.029
21683,Sub-County Place,Mammoth Lakes town,2019-08-01T00:00:00.000,2019,August,N,Final,5460,5450,20,0.003
21684,Sub-County Place,Manhattan Beach city,2019-08-01T00:00:00.000,2019,August,N,Final,19700,18900,700,0.038
21685,Sub-County Place,Manteca city,2019-08-01T00:00:00.000,2019,August,N,Final,38000,36200,1800,0.047
21686,Sub-County Place,Manton CDP,2019-08-01T00:00:00.000,2019,August,N,Final,120,110,10,0.06
21687,Sub-County Place,March AFB CDP,2019-08-01T00:00:00.000,2019,August,N,Final,200,200,0,0.024
21688,Sub-County Place,Maricopa city,2019-08-01T00:00:00.000,2019,August,N,Final,400,400,0,0.102
21689,Sub-County Place,Marina city,2019-08-01T00:00:00.000,2019,August,N,Final,13600,13100,500,0.035
21690,Sub-County Place,Marina del Rey CDP,2019-08-01T00:00:00.000,2019,August,N,Final,7000,6800,200,0.023
21691,Sub-County Place,Mariposa CDP,2019-08-01T00:00:00.000,2019,August,N,Final,510,490,20,0.041
21692,Sub-County Place,Markleeville CDP,2019-08-01T00:00:00.000,2019,August,N,Final,30,30,0,0
21693,Sub-County Place,Martinez city,2019-08-01T00:00:00.000,2019,August,N,Final,20500,19800,600,0.03
21694,Sub-County Place,Marysville city,2019-08-01T00:00:00.000,2019,August,N,Final,5300,5000,300,0.057
21695,Sub-County Place,Mayflower Village CDP,2019-08-01T00:00:00.000,2019,August,N,Final,3000,2900,100,0.035
21696,Sub-County Place,Maywood city,2019-08-01T00:00:00.000,2019,August,N,Final,12300,11700,500,0.044
21697,Sub-County Place,McCloud CDP,2019-08-01T00:00:00.000,2019,August,N,Final,350,310,40,0.119
21698,Sub-County Place,McFarland city,2019-08-01T00:00:00.000,2019,August,N,Final,5900,5300,600,0.101
21699,Sub-County Place,McKinleyville CDP,2019-08-01T00:00:00.000,2019,August,N,Final,7600,7400,300,0.033
21700,Sub-County Place,McKittrick CDP,2019-08-01T00:00:00.000,2019,August,N,Final,0,0,0,0
21701,Sub-County Place,Meadow Valley CDP,2019-08-01T00:00:00.000,2019,August,N,Final,190,160,30,0.144
21702,Sub-County Place,Meadow Vista CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1700,1700,100,0.029
21703,Sub-County Place,Mecca CDP,2019-08-01T00:00:00.000,2019,August,N,Final,2700,2500,200,0.075
21704,Sub-County Place,Meiners Oaks CDP,2019-08-01T00:00:00.000,2019,August,N,Final,2100,2100,0,0.014
21705,Sub-County Place,Mendocino CDP,2019-08-01T00:00:00.000,2019,August,N,Final,580,570,0,0.007
21706,Sub-County Place,Mendota city,2019-08-01T00:00:00.000,2019,August,N,Final,5000,4300,800,0.15
21707,Sub-County Place,Menifee City,2019-08-01T00:00:00.000,2019,August,N,Final,39800,38200,1600,0.041
21708,Sub-County Place,Menlo Park city,2019-08-01T00:00:00.000,2019,August,N,Final,20200,19800,400,0.021
21709,Sub-County Place,Mentone CDP,2019-08-01T00:00:00.000,2019,August,N,Final,5100,4900,200,0.036
21710,Sub-County Place,Merced city,2019-08-01T00:00:00.000,2019,August,N,Final,34000,31700,2300,0.068
21711,Sub-County Place,Mesa CDP,2019-08-01T00:00:00.000,2019,August,N,Final,180,170,10,0.039
21712,Sub-County Place,Mesa Vista CDP,2019-08-01T00:00:00.000,2019,August,N,Final,100,100,0,0.04
21713,Sub-County Place,Mettler CDP,2019-08-01T00:00:00.000,2019,August,N,Final,100,100,0,0.106
21714,Sub-County Place,Middletown CDP,2019-08-01T00:00:00.000,2019,August,N,Final,350,330,20,0.048
21715,Sub-County Place,Millbrae city,2019-08-01T00:00:00.000,2019,August,N,Final,13000,12700,300,0.021
21716,Sub-County Place,Mill Valley city,2019-08-01T00:00:00.000,2019,August,N,Final,7100,7000,100,0.015
21717,Sub-County Place,Milpitas city,2019-08-01T00:00:00.000,2019,August,N,Final,45300,44000,1300,0.028
21718,Sub-County Place,Mineral CDP,2019-08-01T00:00:00.000,2019,August,N,Final,110,90,10,0.133
21719,Sub-County Place,Mira Monte CDP,2019-08-01T00:00:00.000,2019,August,N,Final,3600,3400,200,0.044
21720,Sub-County Place,Mission Canyon CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1400,1400,0,0.012
21721,Sub-County Place,Mission Hills CDP,2019-08-01T00:00:00.000,2019,August,N,Final,2000,1900,100,0.052
21722,Sub-County Place,Mission Viejo city,2019-08-01T00:00:00.000,2019,August,N,Final,49000,47500,1500,0.031
21723,Sub-County Place,Mi Wuk Village CDP,2019-08-01T00:00:00.000,2019,August,N,Final,380,370,20,0.039
21724,Sub-County Place,Modesto city,2019-08-01T00:00:00.000,2019,August,N,Final,95400,90100,5400,0.056
21725,Sub-County Place,Mohawk Vista CDP,2019-08-01T00:00:00.000,2019,August,N,Final,50,50,0,0
21726,Sub-County Place,Mojave CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1600,1400,200,0.14
21727,Sub-County Place,Mokelumne Hill CDP,2019-08-01T00:00:00.000,2019,August,N,Final,260,230,30,0.097
21728,Sub-County Place,Mono Vista CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1640,1630,10,0.008
21729,Sub-County Place,Monrovia city,2019-08-01T00:00:00.000,2019,August,N,Final,20800,19900,900,0.042
21730,Sub-County Place,Montclair city,2019-08-01T00:00:00.000,2019,August,N,Final,19300,18700,600,0.034
21731,Sub-County Place,Montebello city,2019-08-01T00:00:00.000,2019,August,N,Final,28900,27300,1600,0.056
21732,Sub-County Place,Montecito CDP,2019-08-01T00:00:00.000,2019,August,N,Final,3000,2900,200,0.052
21733,Sub-County Place,Monterey city,2019-08-01T00:00:00.000,2019,August,N,Final,16200,15700,500,0.032
21734,Sub-County Place,Monterey Park city,2019-08-01T00:00:00.000,2019,August,N,Final,29200,27900,1300,0.044
21735,Sub-County Place,Monte Rio CDP,2019-08-01T00:00:00.000,2019,August,N,Final,600,500,100,0.107
21736,Sub-County Place,Moorpark city,2019-08-01T00:00:00.000,2019,August,N,Final,19300,18700,600,0.033
21737,Sub-County Place,Morada CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1400,1400,0,0
21738,Sub-County Place,Moraga town,2019-08-01T00:00:00.000,2019,August,N,Final,7600,7400,200,0.025
21739,Sub-County Place,Moreno Valley city,2019-08-01T00:00:00.000,2019,August,N,Final,95600,91400,4300,0.045
21740,Sub-County Place,Morgan Hill city,2019-08-01T00:00:00.000,2019,August,N,Final,24800,24200,700,0.026
21741,Sub-County Place,Morongo Valley CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1500,1400,0,0.028
21742,Sub-County Place,Morro Bay city,2019-08-01T00:00:00.000,2019,August,N,Final,4800,4600,300,0.057
21743,Sub-County Place,Moss Landing CDP,2019-08-01T00:00:00.000,2019,August,N,Final,0,0,0,0
21744,Sub-County Place,Mountain Mesa CDP,2019-08-01T00:00:00.000,2019,August,N,Final,200,200,0,0.101
21745,Sub-County Place,Mountain Ranch CDP,2019-08-01T00:00:00.000,2019,August,N,Final,500,470,30,0.066
21746,Sub-County Place,Mountain View Acres CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1400,1300,100,0.069
21747,Sub-County Place,Mountain View CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1200,1100,100,0.051
21748,Sub-County Place,Mountain View city,2019-08-01T00:00:00.000,2019,August,N,Final,52600,51600,1000,0.02
21749,Sub-County Place,Mount Shasta city,2019-08-01T00:00:00.000,2019,August,N,Final,1500,1460,30,0.022
21750,Sub-County Place,Murphys CDP,2019-08-01T00:00:00.000,2019,August,N,Final,990,970,20,0.016
21751,Sub-County Place,Murrieta city,2019-08-01T00:00:00.000,2019,August,N,Final,55700,53800,1800,0.033
21752,Sub-County Place,Muscoy CDP,2019-08-01T00:00:00.000,2019,August,N,Final,4600,4200,500,0.098
21753,Sub-County Place,Napa city,2019-08-01T00:00:00.000,2019,August,N,Final,42500,41300,1200,0.027
21754,Sub-County Place,National City city,2019-08-01T00:00:00.000,2019,August,N,Final,24600,23600,1000,0.042
21755,Sub-County Place,Needles city,2019-08-01T00:00:00.000,2019,August,N,Final,1600,1500,100,0.054
21756,Sub-County Place,Nevada City city,2019-08-01T00:00:00.000,2019,August,N,Final,1510,1470,40,0.025
21757,Sub-County Place,Newark city,2019-08-01T00:00:00.000,2019,August,N,Final,25600,24800,700,0.029
21758,Sub-County Place,Newman city,2019-08-01T00:00:00.000,2019,August,N,Final,4700,4300,400,0.088
21759,Sub-County Place,Newport Beach city,2019-08-01T00:00:00.000,2019,August,N,Final,44400,43200,1200,0.027
21760,Sub-County Place,Nice CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1100,1090,10,0.012
21761,Sub-County Place,Nipomo CDP,2019-08-01T00:00:00.000,2019,August,N,Final,8700,8300,400,0.041
21762,Sub-County Place,Norco city,2019-08-01T00:00:00.000,2019,August,N,Final,11500,11100,400,0.036
21763,Sub-County Place,North Auburn CDP,2019-08-01T00:00:00.000,2019,August,N,Final,6100,6000,100,0.017
21764,Sub-County Place,North Edwards CDP,2019-08-01T00:00:00.000,2019,August,N,Final,400,400,100,0.129
21765,Sub-County Place,North El Monte CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1800,1700,0,0.02
21766,Sub-County Place,North Fair Oaks CDP,2019-08-01T00:00:00.000,2019,August,N,Final,8100,8000,100,0.018
21767,Sub-County Place,North Highlands CDP,2019-08-01T00:00:00.000,2019,August,N,Final,20400,19800,600,0.03
21768,Sub-County Place,North Lakeport CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1530,1510,20,0.011
21769,Sub-County Place,Norwalk city,2019-08-01T00:00:00.000,2019,August,N,Final,50200,47600,2600,0.051
21770,Sub-County Place,Novato city,2019-08-01T00:00:00.000,2019,August,N,Final,29600,28800,800,0.025
21771,Sub-County Place,Nuevo CDP,2019-08-01T00:00:00.000,2019,August,N,Final,3300,3200,100,0.042
21772,Sub-County Place,Oakdale city,2019-08-01T00:00:00.000,2019,August,N,Final,10200,9400,800,0.079
21773,Sub-County Place,Oakhurst CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1500,1500,0,0.029
21774,Sub-County Place,Oakland city,2019-08-01T00:00:00.000,2019,August,N,Final,215600,207800,7700,0.036
21775,Sub-County Place,Oakley city,2019-08-01T00:00:00.000,2019,August,N,Final,20000,19200,700,0.035
21776,Sub-County Place,Oak Park CDP,2019-08-01T00:00:00.000,2019,August,N,Final,6900,6600,300,0.04
21777,Sub-County Place,Oak View CDP,2019-08-01T00:00:00.000,2019,August,N,Final,2300,2200,100,0.045
21778,Sub-County Place,Occidental CDP,2019-08-01T00:00:00.000,2019,August,N,Final,400,400,0,0
21779,Sub-County Place,Oceano CDP,2019-08-01T00:00:00.000,2019,August,N,Final,3600,3500,200,0.045
21780,Sub-County Place,Oceanside city,2019-08-01T00:00:00.000,2019,August,N,Final,81700,78700,3000,0.036
21781,Sub-County Place,Oildale CDP,2019-08-01T00:00:00.000,2019,August,N,Final,15000,13300,1700,0.114
21782,Sub-County Place,Ojai city,2019-08-01T00:00:00.000,2019,August,N,Final,3600,3400,200,0.049
21783,Sub-County Place,Olancha CDP,2019-08-01T00:00:00.000,2019,August,N,Final,170,170,0,0
21784,Sub-County Place,Olivehurst CDP,2019-08-01T00:00:00.000,2019,August,N,Final,5500,5200,300,0.063
21785,Sub-County Place,Ontario city,2019-08-01T00:00:00.000,2019,August,N,Final,89500,86200,3200,0.036
21786,Sub-County Place,Onyx CDP,2019-08-01T00:00:00.000,2019,August,N,Final,200,200,0,0
21787,Sub-County Place,Orange city,2019-08-01T00:00:00.000,2019,August,N,Final,71500,69300,2100,0.03
21788,Sub-County Place,Orange Cove city,2019-08-01T00:00:00.000,2019,August,N,Final,4000,3500,500,0.113
21789,Sub-County Place,Orangevale CDP,2019-08-01T00:00:00.000,2019,August,N,Final,17000,16500,500,0.032
21790,Sub-County Place,Orcutt CDP,2019-08-01T00:00:00.000,2019,August,N,Final,15500,14900,600,0.038
21791,Sub-County Place,Orinda city,2019-08-01T00:00:00.000,2019,August,N,Final,9200,9000,200,0.023
21792,Sub-County Place,Orland city,2019-08-01T00:00:00.000,2019,August,N,Final,3510,3270,230,0.066
21793,Sub-County Place,Oroville city,2019-08-01T00:00:00.000,2019,August,N,Final,6300,5900,300,0.054
21794,Sub-County Place,Oroville East CDP,2019-08-01T00:00:00.000,2019,August,N,Final,2900,2800,100,0.034
21795,Sub-County Place,Oxnard city,2019-08-01T00:00:00.000,2019,August,N,Final,100300,94800,5500,0.055
21796,Sub-County Place,Pacheco CDP,2019-08-01T00:00:00.000,2019,August,N,Final,2300,2300,100,0.033
21797,Sub-County Place,Pacifica city,2019-08-01T00:00:00.000,2019,August,N,Final,24300,23800,500,0.021
21798,Sub-County Place,Pacific Grove city,2019-08-01T00:00:00.000,2019,August,N,Final,8600,8300,300,0.034
21799,Sub-County Place,Pajaro CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1900,1500,400,0.213
21800,Sub-County Place,Palermo CDP,2019-08-01T00:00:00.000,2019,August,N,Final,2000,1800,100,0.071
21801,Sub-County Place,Palmdale city,2019-08-01T00:00:00.000,2019,August,N,Final,64000,59800,4200,0.065
21802,Sub-County Place,Palm Desert city,2019-08-01T00:00:00.000,2019,August,N,Final,25000,23500,1600,0.062
21803,Sub-County Place,Palm Springs city,2019-08-01T00:00:00.000,2019,August,N,Final,23000,21800,1100,0.049
21804,Sub-County Place,Palo Alto city,2019-08-01T00:00:00.000,2019,August,N,Final,35200,34400,700,0.021
21805,Sub-County Place,Palos Verdes Estates city,2019-08-01T00:00:00.000,2019,August,N,Final,5600,5500,100,0.019
21806,Sub-County Place,Paradise town,2019-08-01T00:00:00.000,2019,August,N,Final,1900,1800,200,0.08
21807,Sub-County Place,Paramount city,2019-08-01T00:00:00.000,2019,August,N,Final,24600,23300,1400,0.055
21808,Sub-County Place,Parksdale CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1200,1100,100,0.114
21809,Sub-County Place,Parkwood CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1000,900,100,0.081
21810,Sub-County Place,Parlier city,2019-08-01T00:00:00.000,2019,August,N,Final,7000,6700,400,0.051
21811,Sub-County Place,Pasadena city,2019-08-01T00:00:00.000,2019,August,N,Final,79200,75800,3400,0.043
21812,Sub-County Place,Patterson city,2019-08-01T00:00:00.000,2019,August,N,Final,10100,9600,600,0.057
21813,Sub-County Place,Paxton CDP,2019-08-01T00:00:00.000,2019,August,N,Final,0,0,0,0
21814,Sub-County Place,Penn Valley CDP,2019-08-01T00:00:00.000,2019,August,N,Final,460,460,0,0.009
21815,Sub-County Place,Perris city,2019-08-01T00:00:00.000,2019,August,N,Final,30600,29100,1500,0.048
21816,Sub-County Place,Petaluma city,2019-08-01T00:00:00.000,2019,August,N,Final,33600,32800,900,0.026
21817,Sub-County Place,Pico Rivera city,2019-08-01T00:00:00.000,2019,August,N,Final,30100,28500,1600,0.054
21818,Sub-County Place,Piedmont city,2019-08-01T00:00:00.000,2019,August,N,Final,5300,5100,100,0.027
21819,Sub-County Place,Pine Mountain Club CDP,2019-08-01T00:00:00.000,2019,August,N,Final,600,600,0,0.053
21820,Sub-County Place,Pinole city,2019-08-01T00:00:00.000,2019,August,N,Final,10100,9800,300,0.033
21821,Sub-County Place,Piru CDP,2019-08-01T00:00:00.000,2019,August,N,Final,700,700,100,0.094
21822,Sub-County Place,Pismo Beach city,2019-08-01T00:00:00.000,2019,August,N,Final,4200,4100,100,0.02
21823,Sub-County Place,Pittsburg city,2019-08-01T00:00:00.000,2019,August,N,Final,34300,32900,1300,0.039
21824,Sub-County Place,Pixley CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1100,900,200,0.179
21825,Sub-County Place,Placentia city,2019-08-01T00:00:00.000,2019,August,N,Final,25500,24700,800,0.033
21826,Sub-County Place,Placerville city,2019-08-01T00:00:00.000,2019,August,N,Final,5000,4900,200,0.031
21827,Sub-County Place,Planada CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1900,1700,200,0.099
21828,Sub-County Place,Pleasant Hill city,2019-08-01T00:00:00.000,2019,August,N,Final,17900,17500,500,0.028
21829,Sub-County Place,Pleasanton city,2019-08-01T00:00:00.000,2019,August,N,Final,40700,39500,1200,0.029
21830,Sub-County Place,Plumas Eureka CDP,2019-08-01T00:00:00.000,2019,August,N,Final,150,140,10,0.079
21831,Sub-County Place,Plymouth city,2019-08-01T00:00:00.000,2019,August,N,Final,550,540,10,0.024
21832,Sub-County Place,Point Arena city,2019-08-01T00:00:00.000,2019,August,N,Final,200,190,10,0.059
21833,Sub-County Place,Point Reyes Station CDP,2019-08-01T00:00:00.000,2019,August,N,Final,200,200,0,0
21834,Sub-County Place,Pollock Pines CDP,2019-08-01T00:00:00.000,2019,August,N,Final,3300,3200,100,0.034
21835,Sub-County Place,Pomona city,2019-08-01T00:00:00.000,2019,August,N,Final,68200,64500,3700,0.054
21836,Sub-County Place,Poplar Cotton Center CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1200,700,400,0.352
21837,Sub-County Place,Port Costa CDP,2019-08-01T00:00:00.000,2019,August,N,Final,100,100,0,0
21838,Sub-County Place,Porterville city,2019-08-01T00:00:00.000,2019,August,N,Final,25700,22400,3200,0.126
21839,Sub-County Place,Port Hueneme city,2019-08-01T00:00:00.000,2019,August,N,Final,9900,9600,400,0.038
21840,Sub-County Place,Portola city,2019-08-01T00:00:00.000,2019,August,N,Final,880,850,20,0.026
21841,Sub-County Place,Poway city,2019-08-01T00:00:00.000,2019,August,N,Final,25200,24600,700,0.027
21842,Sub-County Place,Prattville CDP,2019-08-01T00:00:00.000,2019,August,N,Final,10,10,0,0
21843,Sub-County Place,Prunedale CDP,2019-08-01T00:00:00.000,2019,August,N,Final,11900,11400,500,0.045
21844,Sub-County Place,Quartz Hill CDP,2019-08-01T00:00:00.000,2019,August,N,Final,4300,4100,200,0.043
21845,Sub-County Place,Quincy CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1010,990,20,0.018
21846,Sub-County Place,Raisin City CDP,2019-08-01T00:00:00.000,2019,August,N,Final,200,200,0,0.13
21847,Sub-County Place,Ramona CDP,2019-08-01T00:00:00.000,2019,August,N,Final,10800,10500,300,0.027
21848,Sub-County Place,Rancho Calaveras CDP,2019-08-01T00:00:00.000,2019,August,N,Final,3860,3770,90,0.024
21849,Sub-County Place,Rancho Cordova City,2019-08-01T00:00:00.000,2019,August,N,Final,35400,33900,1400,0.04
21850,Sub-County Place,Rancho Cucamonga city,2019-08-01T00:00:00.000,2019,August,N,Final,95300,92300,3000,0.031
21851,Sub-County Place,Rancho Mirage city,2019-08-01T00:00:00.000,2019,August,N,Final,6300,6100,300,0.041
21852,Sub-County Place,Rancho Murieta CDP,2019-08-01T00:00:00.000,2019,August,N,Final,2400,2400,100,0.021
21853,Sub-County Place,Rancho Palos Verdes city,2019-08-01T00:00:00.000,2019,August,N,Final,19600,18800,800,0.041
21854,Sub-County Place,Rancho Santa Margarita city,2019-08-01T00:00:00.000,2019,August,N,Final,27300,26600,700,0.026
21855,Sub-County Place,Rancho Tehama Reserve CDP,2019-08-01T00:00:00.000,2019,August,N,Final,650,620,30,0.049
21856,Sub-County Place,Randsburg CDP,2019-08-01T00:00:00.000,2019,August,N,Final,0,0,0,0
21857,Sub-County Place,Red Bluff city,2019-08-01T00:00:00.000,2019,August,N,Final,5370,4990,390,0.072
21858,Sub-County Place,Redding city,2019-08-01T00:00:00.000,2019,August,N,Final,39500,37900,1600,0.041
21859,Sub-County Place,Redlands city,2019-08-01T00:00:00.000,2019,August,N,Final,35200,34100,1100,0.031
21860,Sub-County Place,Redondo Beach city,2019-08-01T00:00:00.000,2019,August,N,Final,41100,39500,1700,0.04
21861,Sub-County Place,Redway CDP,2019-08-01T00:00:00.000,2019,August,N,Final,700,700,0,0.043
21862,Sub-County Place,Redwood City city,2019-08-01T00:00:00.000,2019,August,N,Final,51500,50400,1100,0.021
21863,Sub-County Place,Reedley city,2019-08-01T00:00:00.000,2019,August,N,Final,12100,10800,1300,0.107
21864,Sub-County Place,Rialto city,2019-08-01T00:00:00.000,2019,August,N,Final,44300,42200,2100,0.048
21865,Sub-County Place,Richgrove CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1100,700,400,0.392
21866,Sub-County Place,Richmond city,2019-08-01T00:00:00.000,2019,August,N,Final,52900,50900,2000,0.038
21867,Sub-County Place,Ridgecrest city,2019-08-01T00:00:00.000,2019,August,N,Final,14000,13500,500,0.033
21868,Sub-County Place,Ridgemark CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1500,1400,100,0.034
21869,Sub-County Place,Rio Dell city,2019-08-01T00:00:00.000,2019,August,N,Final,1400,1300,100,0.068
21870,Sub-County Place,Rio del Mar CDP,2019-08-01T00:00:00.000,2019,August,N,Final,4700,4600,100,0.031
21871,Sub-County Place,Rio Linda CDP,2019-08-01T00:00:00.000,2019,August,N,Final,7100,6900,200,0.029
21872,Sub-County Place,Rio Vista city,2019-08-01T00:00:00.000,2019,August,N,Final,2600,2500,100,0.048
21873,Sub-County Place,Ripon city,2019-08-01T00:00:00.000,2019,August,N,Final,7600,7300,300,0.036
21874,Sub-County Place,Riverbank city,2019-08-01T00:00:00.000,2019,August,N,Final,11600,11100,500,0.043
21875,Sub-County Place,Riverdale CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1400,1300,0,0.028
21876,Sub-County Place,Riverside city,2019-08-01T00:00:00.000,2019,August,N,Final,153100,147300,5800,0.038
21877,Sub-County Place,Rocklin city,2019-08-01T00:00:00.000,2019,August,N,Final,34000,32900,1100,0.032
21878,Sub-County Place,Rodeo CDP,2019-08-01T00:00:00.000,2019,August,N,Final,4900,4600,300,0.052
21879,Sub-County Place,Rohnert Park city,2019-08-01T00:00:00.000,2019,August,N,Final,23900,23200,700,0.027
21880,Sub-County Place,Rolling Hills city,2019-08-01T00:00:00.000,2019,August,N,Final,600,600,0,0.043
21881,Sub-County Place,Rolling Hills Estates city,2019-08-01T00:00:00.000,2019,August,N,Final,3500,3300,100,0.041
21882,Sub-County Place,Rollingwood CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1600,1600,100,0.043
21883,Sub-County Place,Romoland CDP,2019-08-01T00:00:00.000,2019,August,N,Final,1000,900,100,0.054
21884,Sub-County Place,Rosamond CDP,2019-08-01T00:00:00.000,2019,August,N,Final,9200,8500,700,0.077
21885,Sub-County Place,Rosedale CDP,2019-08-01T00:00:00.000,2019,August,N,Final,7900,7500,400,0.045
21886,Sub-County Place,Rosemead city,2019-08-01T00:00:00.000,2019,August,N,Final,25300,24100,1300,0.05
21887,Sub-County Place,Rosemont CDP,2019-08-01T00:00:00.000,2019,August,N,Final,11800,11500,300,0.028
21888,Sub-County Place,Roseville city,2019-08-01T00:00:00.000,2019,August,N,Final,70000,67800,2200,0.031
21889,Sub-County Place,Rossmoor CDP,2019-08-01T00:00:00.000,2019,August,N,Final,5000,4900,200,0.031
